772;Пельмени жареные;"Аппетитные обжаренные пельмени из говяжьего фарша с добавлением бараньего жира и
                                    лука. Подаются со сметаной";1490;https://sc01.chocofood.kz/hermes/food_new/5/5a49dc3a-45af-407a-a788-5dfacc648508.jpeg;70;6
773;Вареники жареные;Аппетитные обжаренные вареники с картофелем. Подается со сметаной;1290;https://sc01.chocofood.kz/hermes/food_new/b/b1aa57db-9402-4541-86e7-4061b1375d61.jpeg;70;6
774;"Жареный лагман ""Rumi""";"Жареный лагман с хрустящими овощами.
                                    Капуста пекинская, перец полугорький, сельдерей, лук репчатый, лук зеленый и соус
                                    ""Ладжан""";2590;https://sc01.chocofood.kz/hermes/food_new/f/fd36427e-5c20-4024-86e6-902ff0cda845.jpeg;70;6
775;Лагман по домашнему;"Популярное среднеазиатское национальное блюдо из домашней лапши с мелко рубленной
                                    говядиной, тушенной с овощами в казане до аппетитной корочки.";2490;https://sc01.chocofood.kz/hermes/food_new/4/42c6c927-6ff3-43dc-9d20-18c1db45fe08.jpeg;70;6
776;Фрикасе;Куриное филе, в нежном сливочном соусе с грибами и кабачками. Подается с рисом.;2390;https://sc01.chocofood.kz/hermes/food_new/a/a99f7614-9e74-4aef-a999-1415aff9ad5b.jpeg;70;6
777;Жаркое из говядины;Обжаренное тушеное мясо говядины с картофелем;2490;https://sc01.chocofood.kz/hermes/food/d2ab3ccb-f374-4252-907b-0773e885340a;70;6
778;"Курица в соусе ""Терияки""";Обжаренные кусочки филе курицы в традиционном кисло-сладком соусе. Подается с рисом;2490;https://sc01.chocofood.kz/hermes/food_new/3/37011c33-555c-4bd0-a4c4-4588a3216f19.jpeg;70;6
779;Куырдак;Описание отсутствует;3290;https://chocofood.kz/_nuxt/img/nophoto-400x300.8339c8b.png;70;6
780;"Сет ""Куырдак""";"Салаты Свекольный, Греческий, Rumi, ассорти из выпечки, Бараньи ребрышки и печень
                                    говяжья, тушеные с картофелем";19990;https://sc01.chocofood.kz/hermes/food_new/4/44250f33-9bcc-4b3e-a0c4-d9ab3736e9ef.jpeg;71;6
781;"Сет ""Дапанджи""";"Салаты Свекольный, Греческий, Rumi, ассорти из выпечки, Курица с картофелем, овощами
                                    и специями, к блюду подается дополнительно рис или тесто";17290;https://sc01.chocofood.kz/hermes/food_new/6/66742239-422e-4fd0-adc9-33d9f274ce70.jpeg;71;6
782;"Сет ""Сырне из баранины""";"Салаты Свекольный, Греческий, Rumi, ассорти из выпечки, Ребрышки тушеные с
                                    картофелем и овощами";19990;https://sc01.chocofood.kz/hermes/food_new/9/9a6b5106-261d-49d8-bd9f-bb176da7c4a9.jpeg;71;6
783;"Сет ""Сырне из говядины""";"Салаты Свекольный, Греческий, Rumi, ассорти из выпечки, Ребрышки тушеные с
                                    картофелем и овощами";17290;https://sc01.chocofood.kz/hermes/food_new/a/a24c4967-bea7-4c05-b18e-93364a476cf6.jpeg;71;6
784;Пельмени с бульоном;Говяжий фарш с добавлением бараньего жира, лук, сметана;1590;https://sc01.chocofood.kz/hermes/food_new/7/7790e296-939d-40a0-bd97-b5d3f37c4be7.jpeg;72;6
785;Нарын с казы;Бульон на основе конины, жая, казы, с тонкой домашней лапшой, болгарским перцем.;2590;https://sc01.chocofood.kz/hermes/food_new/2/25ea5ff3-a66f-4b39-8ecd-9439bb312d1c.jpeg;72;6
786;Сорпа;Суп из баранины, болгарского перца, картофеля, моркови и лука.;2890;https://sc01.chocofood.kz/hermes/food_new/8/88f693f1-f7a3-4170-b447-351468ea4394.jpeg;72;6
787;Солянка;"Суп из копченной говядины, копченной конины, говяжьей ветчины, соленых огурцов и
                                    маслин. Подается со сметаной и лимоном.";2490;https://sc01.chocofood.kz/hermes/food_new/a/a8c10e70-9c63-4a01-a14e-ccb2ec2a2256.jpeg;72;6
788;Крем-суп из чечевицы;Сытный и питательный суп из красной чечевицы.;1350;https://sc01.chocofood.kz/hermes/food_new/1/10bb12f5-33dd-4b8b-8bb0-4dfa5f4261de.jpeg;72;6
789;Суп-лапша с курицей;Куриный бульон с тонкой домашней лапшой;1350;https://sc01.chocofood.kz/hermes/food_new/1/1bf9e598-7101-49e6-8001-b08fc2aebdb8.jpeg;72;6
790;Чучвара;Пельмени в бульоне с поджаркой из мяса, овощей и зелени;1390;https://sc01.chocofood.kz/hermes/food_new/6/6793e81b-3074-47f0-81d6-b3ec2f30ef53.jpeg;72;6
791;Рамен с говядиной;Описание отсутствует;1900;https://sc01.chocofood.kz/hermes/food/ab952950-7c02-471a-83d6-5cfe4253bb26;72;6
792;Рамен с курицей;Описание отсутствует;1900;https://sc01.chocofood.kz/hermes/food/7adb210a-5101-4661-92b5-e372fcfa4511;72;6
793;"Салат ""Rumi""";"Оригинальный салат с куриной грудкой, смесью листьев салата и рукколы, хрустящими
                                    гренками, спелыми томатами и красным луком, заправленный кисло-сладким и миндальным
                                    соусами";2190;https://sc01.chocofood.kz/hermes/food_new/3/368626e8-2684-4664-bb6b-dfef8acb43e9.jpeg;73;6
794;"""Цезарь"" с курицей";"Сытный салат из нежного запеченного куриного филе, листьев айсберга, сыра
                                    ""Пармезан"", перепелиные яйц, помидоров ""Черри"" и крутонов. Заправляется соусом
                                    ""Цезарь""";2390;https://sc01.chocofood.kz/hermes/food_new/1/1993209f-583a-41e7-a41c-6ae1ea57d63e.jpeg;73;6
795;Греческий салат;"Легендарный салат из микса крупнорубленных овощей ,зелени и сыра Фета. Заправляется
                                    оливковым маслом";1990;https://sc01.chocofood.kz/hermes/food_new/8/8eba2406-edbb-42f0-8107-9123f60e7946.jpeg;73;6
796;Свекольный салат;"полезный салат из отварной свеклы, заправленной малсом либо майонезом, сыром Гауда и
                                    грецкими орехами";990;https://sc01.chocofood.kz/hermes/food_new/4/425f070e-6563-422e-a898-d9639333be61.jpeg;73;6
797;Ачичук;Салат из нарезки помидора и репчатого лука, заправленный красным молотым перцем;890;https://sc01.chocofood.kz/hermes/food_new/0/0d70e40a-4d75-4e2c-83b0-557394dc2a59.jpeg;73;6
798;"Ачучук ""Острый""";"Салат из нарезки помидора и репчатого лука, заправленный красным молотым перцем с
                                    добавлением стручкого перца для остроты";890;https://sc01.chocofood.kz/hermes/food_new/e/e0cc9543-94eb-436f-8a1e-01e190eb2721.jpeg;73;6
799;Салат с рукколой и апельсинами;"Пикантный салат с рукколой, кусочками апельсина, помидорами черри с добавлением сыра
                                    пармезан и орехов кешью, заправленный бальзамическим и апельсиновым соусами";1890;https://sc01.chocofood.kz/hermes/food_new/c/ce1f99af-9981-472a-beba-863296c0480f.jpeg;73;6
800;Салат с баклажанами;"Оригинальный салат с хрустящими баклажанами, обжаренными в масле, помидорами черри,
                                    полугорьким перцем, сыром Сулугуни, заправленный соусом свит Чили";2290;https://sc01.chocofood.kz/hermes/food_new/d/d5a8714f-4f49-4238-b130-b61db8e802db.jpeg;73;6
801;Гранатовый с соусом из курта;Описание отсутствует;2290;https://sc01.chocofood.kz/hermes/food/e4828b87-7ee0-4a3b-8645-56e4567eb083;73;6
802;Зимний салат;Описание отсутствует;1990;https://sc01.chocofood.kz/hermes/food/eeccc144-8a64-486d-9895-2d74ae903876;73;6
803;Имбирный;Описание отсутствует;1590;https://sc01.chocofood.kz/hermes/food/8b7849aa-0297-4b75-b1f9-1ed2d0591849;73;6
804;Наггетсы;Описание отсутствует;1690;https://sc01.chocofood.kz/hermes/food_new/2/21365c8a-fb2f-43ca-ab7c-40d4fe0d400a.jpeg;74;6
805;Сырные палочки;160гр;2090;https://sc01.chocofood.kz/hermes/food_new/c/cbbfe925-56ee-480c-851f-0210a16301fb.jpeg;74;6
806;Крылышки BBQ;Описание отсутствует;2890;https://sc01.chocofood.kz/hermes/food/309f9cc6-e50e-4f3e-a6e9-6d66e2dd49a5;74;6
807;Мясная нарезка;Описание отсутствует;3890;https://sc01.chocofood.kz/hermes/food/af16f854-8a3f-4065-b318-a4cffdd74ebc;74;6
808;Овощная нарезка;Описание отсутствует;2290;https://sc01.chocofood.kz/hermes/food/109d24a0-bc64-4d91-9948-7718e1b25d05;74;6
809;Баурсаки 0.5 кг;20 шт;1600;https://sc01.chocofood.kz/hermes/food_new/5/5e46b10c-36fd-4190-a920-4099da00b563.jpeg;75;6
810;Мини-самса с курицей;В порции 2 штуки;790;https://sc01.chocofood.kz/hermes/food_new/3/3aefff3d-9589-4006-8d25-98ca5289dcb6.jpeg;75;6
811;Ассорти из выпечки;"Баурсак - 3 шт. Самса с говядиной - 4 шт. Самса с курицей - 2 шт. Восточные чебуреки
                                    - 3 шт.";1990;https://sc01.chocofood.kz/hermes/food_new/9/9b7829fe-70a7-4f78-b915-9959657d59a7.jpeg;75;6
812;Самсушки;"Мелкорубленное говяжье мясо с доавлением бараньего жира и зиры, запекается в слоеном
                                    тесте, золотистая и сочная корочка покрывается семенами кунжута";990;https://sc01.chocofood.kz/hermes/food_new/b/b6a11d84-ad42-4f5e-8bea-50d0c0a80dc2.jpeg;75;6
813;Баурсаки;Баурсаки румяные, 7 шт;890;https://sc01.chocofood.kz/hermes/food_new/1/11264982-009b-4a44-812e-7582a19720f6.jpeg;75;6
814;"Лепешка ""Руми""";"Свежая лепешка ""Руми""";290;https://sc01.chocofood.kz/hermes/food_new/c/c5ad35b4-4050-4135-8c64-f1ed69a251d9.jpeg;75;6
815;Мини-чебуреки (5 шт);С фаршем NEW;890;https://sc01.chocofood.kz/hermes/food_new/e/ed0ad595-eff4-436f-9b29-184722296b43.jpeg;75;6
816;Фри;Картофель фри;820;https://sc01.chocofood.kz/hermes/food_new/0/034b3506-61be-4bf5-8af5-6636b51331ce.jpeg;76;6
817;Рис;Рассыпчатый рис;390;https://sc01.chocofood.kz/hermes/food_new/9/97d443ba-966a-47c9-a62a-135c32b23cee.jpeg;76;6
818;Горчица;Соус;290;https://sc01.chocofood.kz/hermes/food_new/1/1a9de73d-e4f6-4f09-9d35-2c84abb8bfe7.jpeg;77;6
819;Кетчуп;Соус;290;https://sc01.chocofood.kz/hermes/food_new/a/a0a8677d-9ff8-45b1-90c3-636506cfdb90.jpeg;77;6
820;Лазджан;Соус;290;https://sc01.chocofood.kz/hermes/food_new/f/ff00a38e-52d4-42d0-8673-fbddd1d270b7.jpeg;77;6
821;Майонез;Соус;290;https://sc01.chocofood.kz/hermes/food_new/b/b18dabdd-e465-4646-ada3-c967052153fc.jpeg;77;6
822;Сметана;Соус;290;https://sc01.chocofood.kz/hermes/food_new/2/2b5b0356-5ca8-48ce-bf80-af48567f6145.jpeg;77;6
823;Соус шашлычный;Соус;290;https://sc01.chocofood.kz/hermes/food_new/7/73b77bc7-212a-45df-b170-ddf49a58fcaa.jpeg;77;6
824;Соус сырный;Описание отсутствует;290;https://sc01.chocofood.kz/hermes/food_new/1/11c327ed-b96f-40ba-b68b-a45b03360e08.jpeg;77;6
825;"Соус ""Тар-тар""";Описание отсутствует;190;https://sc01.chocofood.kz/hermes/food_new/f/f76e8fee-19d5-445e-9f03-fafca1921d8f.jpeg;77;6
826;Морс 1L;Морс из смородины;990;https://sc01.chocofood.kz/hermes/food_new/6/6561dda4-aa11-4a3a-8f61-109535ea6f43.jpeg;78;6
